sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
9	PXD040176-Sample-9	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
9	PXD040176-Sample-9	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
9	PXD040176-Sample-9	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
9	PXD040176-Sample-9	assay_name	assay name	run 9	derived								legacy_derivation	derived
9	PXD040176-Sample-9	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
9	PXD040176-Sample-9	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
9	PXD040176-Sample-9	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
9	PXD040176-Sample-9	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
9	PXD040176-Sample-9	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
9	PXD040176-Sample-9	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
9	PXD040176-Sample-9	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
9	PXD040176-Sample-9	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
9	PXD040176-Sample-9	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
9	PXD040176-Sample-9	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
9	PXD040176-Sample-9	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
9	PXD040176-Sample-9	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
9	PXD040176-Sample-9	data_file	comment[data file]	OF_20210531_OEF_03.raw	derived								legacy_derivation	derived
9	PXD040176-Sample-9	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
9	PXD040176-Sample-9	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
10	PXD040176-Sample-10	source_name	source name	PXD040176-Sample-10	derived								legacy_derivation	derived
10	PXD040176-Sample-10	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
10	PXD040176-Sample-10	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
10	PXD040176-Sample-10	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
10	PXD040176-Sample-10	assay_name	assay name	run 10	derived								legacy_derivation	derived
10	PXD040176-Sample-10	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
10	PXD040176-Sample-10	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
10	PXD040176-Sample-10	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
10	PXD040176-Sample-10	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
10	PXD040176-Sample-10	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
10	PXD040176-Sample-10	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
10	PXD040176-Sample-10	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
10	PXD040176-Sample-10	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
10	PXD040176-Sample-10	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
10	PXD040176-Sample-10	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
10	PXD040176-Sample-10	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
10	PXD040176-Sample-10	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
10	PXD040176-Sample-10	data_file	comment[data file]	OF_20210531_OEF_01.raw	derived								legacy_derivation	derived
10	PXD040176-Sample-10	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
10	PXD040176-Sample-10	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
11	PXD040176-Sample-11	source_name	source name	PXD040176-Sample-11	derived								legacy_derivation	derived
11	PXD040176-Sample-11	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
11	PXD040176-Sample-11	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
11	PXD040176-Sample-11	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
11	PXD040176-Sample-11	assay_name	assay name	run 11	derived								legacy_derivation	derived
11	PXD040176-Sample-11	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
11	PXD040176-Sample-11	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
11	PXD040176-Sample-11	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
11	PXD040176-Sample-11	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
11	PXD040176-Sample-11	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
11	PXD040176-Sample-11	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
11	PXD040176-Sample-11	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
11	PXD040176-Sample-11	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
11	PXD040176-Sample-11	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
11	PXD040176-Sample-11	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
11	PXD040176-Sample-11	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
11	PXD040176-Sample-11	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
11	PXD040176-Sample-11	data_file	comment[data file]	OF_20210714_OEF_03.raw	derived								legacy_derivation	derived
11	PXD040176-Sample-11	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
11	PXD040176-Sample-11	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
12	PXD040176-Sample-12	source_name	source name	PXD040176-Sample-12	derived								legacy_derivation	derived
12	PXD040176-Sample-12	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
12	PXD040176-Sample-12	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
12	PXD040176-Sample-12	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
12	PXD040176-Sample-12	assay_name	assay name	run 12	derived								legacy_derivation	derived
12	PXD040176-Sample-12	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
12	PXD040176-Sample-12	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
12	PXD040176-Sample-12	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
12	PXD040176-Sample-12	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
12	PXD040176-Sample-12	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
12	PXD040176-Sample-12	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
12	PXD040176-Sample-12	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
12	PXD040176-Sample-12	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
12	PXD040176-Sample-12	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
12	PXD040176-Sample-12	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
12	PXD040176-Sample-12	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
12	PXD040176-Sample-12	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
12	PXD040176-Sample-12	data_file	comment[data file]	OF_20210716_OEF_10.raw	derived								legacy_derivation	derived
12	PXD040176-Sample-12	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
12	PXD040176-Sample-12	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
13	PXD040176-Sample-13	source_name	source name	PXD040176-Sample-13	derived								legacy_derivation	derived
13	PXD040176-Sample-13	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
13	PXD040176-Sample-13	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
13	PXD040176-Sample-13	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
13	PXD040176-Sample-13	assay_name	assay name	run 13	derived								legacy_derivation	derived
13	PXD040176-Sample-13	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
13	PXD040176-Sample-13	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
13	PXD040176-Sample-13	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
13	PXD040176-Sample-13	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
13	PXD040176-Sample-13	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
13	PXD040176-Sample-13	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
13	PXD040176-Sample-13	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
13	PXD040176-Sample-13	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
13	PXD040176-Sample-13	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
13	PXD040176-Sample-13	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
13	PXD040176-Sample-13	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
13	PXD040176-Sample-13	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
13	PXD040176-Sample-13	data_file	comment[data file]	OF_20210531_OEF_06.raw	derived								legacy_derivation	derived
13	PXD040176-Sample-13	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
13	PXD040176-Sample-13	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
14	PXD040176-Sample-14	source_name	source name	PXD040176-Sample-14	derived								legacy_derivation	derived
14	PXD040176-Sample-14	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
14	PXD040176-Sample-14	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
14	PXD040176-Sample-14	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
14	PXD040176-Sample-14	assay_name	assay name	run 14	derived								legacy_derivation	derived
14	PXD040176-Sample-14	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
14	PXD040176-Sample-14	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
14	PXD040176-Sample-14	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
14	PXD040176-Sample-14	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
14	PXD040176-Sample-14	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
14	PXD040176-Sample-14	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
14	PXD040176-Sample-14	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
14	PXD040176-Sample-14	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
14	PXD040176-Sample-14	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
14	PXD040176-Sample-14	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
14	PXD040176-Sample-14	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
14	PXD040176-Sample-14	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
14	PXD040176-Sample-14	data_file	comment[data file]	OF_20210531_OEF_04.raw	derived								legacy_derivation	derived
14	PXD040176-Sample-14	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
14	PXD040176-Sample-14	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
15	PXD040176-Sample-15	source_name	source name	PXD040176-Sample-15	derived								legacy_derivation	derived
15	PXD040176-Sample-15	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
15	PXD040176-Sample-15	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
15	PXD040176-Sample-15	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
15	PXD040176-Sample-15	assay_name	assay name	run 15	derived								legacy_derivation	derived
15	PXD040176-Sample-15	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
15	PXD040176-Sample-15	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
15	PXD040176-Sample-15	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
15	PXD040176-Sample-15	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
15	PXD040176-Sample-15	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
15	PXD040176-Sample-15	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
15	PXD040176-Sample-15	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
15	PXD040176-Sample-15	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
15	PXD040176-Sample-15	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
15	PXD040176-Sample-15	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
15	PXD040176-Sample-15	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
15	PXD040176-Sample-15	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
15	PXD040176-Sample-15	data_file	comment[data file]	OF_20210716_OEF_11.raw	derived								legacy_derivation	derived
15	PXD040176-Sample-15	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
15	PXD040176-Sample-15	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
16	PXD040176-Sample-16	source_name	source name	PXD040176-Sample-16	derived								legacy_derivation	derived
16	PXD040176-Sample-16	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
16	PXD040176-Sample-16	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
16	PXD040176-Sample-16	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
16	PXD040176-Sample-16	assay_name	assay name	run 16	derived								legacy_derivation	derived
16	PXD040176-Sample-16	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
16	PXD040176-Sample-16	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
16	PXD040176-Sample-16	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
16	PXD040176-Sample-16	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
16	PXD040176-Sample-16	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
16	PXD040176-Sample-16	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
16	PXD040176-Sample-16	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
16	PXD040176-Sample-16	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
16	PXD040176-Sample-16	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
16	PXD040176-Sample-16	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
16	PXD040176-Sample-16	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
16	PXD040176-Sample-16	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
16	PXD040176-Sample-16	data_file	comment[data file]	OF_20210716_OEF_01.raw	derived								legacy_derivation	derived
16	PXD040176-Sample-16	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
16	PXD040176-Sample-16	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
17	PXD040176-Sample-17	source_name	source name	PXD040176-Sample-17	derived								legacy_derivation	derived
17	PXD040176-Sample-17	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
